pokemon,move_pokemon,method_move,level_move,region
283,352,3,0,
283,453,1,30,
283,679,2,0,
283,710,3,0,
284,16,1,26,
284,18,1,53,
284,58,4,0,
284,59,4,0,
284,63,4,0,
284,76,4,0,
284,78,1,40,
284,92,4,0,
284,98,1,1,2
284,104,4,0,
284,145,1,1,1
284,148,4,0,
284,156,4,0,
284,168,4,0,
284,182,4,0,
284,184,1,33,
284,202,4,0,
284,213,4,0,
284,216,4,0,
284,218,4,0,
284,230,1,1,3
284,237,4,0,
284,240,4,0,
284,241,4,0,
284,247,4,0,
284,263,4,0,
284,290,4,0,
284,318,1,47,
284,332,4,0,
284,346,1,1,4
284,352,4,0,
284,38,3,0,
284,102,3,0,
284,129,3,0,
284,164,3,0,
284,173,3,0,
284,196,3,0,
284,203,3,0,
284,207,3,0,
284,214,3,0,
284,244,3,0,
284,164,4,0,
284,203,4,0,
284,207,4,0,
284,214,4,0,
284,244,4,0,
284,318,4,0,
284,355,4,0,
284,363,4,0,
284,369,4,0,
284,403,1,47,
284,405,1,61,
284,412,4,0,
284,416,4,0,
284,432,4,0,
284,445,4,0,
284,466,1,1,1
284,189,3,0,
284,239,3,0,
284,314,3,0,
284,324,3,0,
284,466,3,0,
284,81,3,0,
284,366,3,0,
284,450,3,0,
284,483,1,68,
284,496,4,0,
284,503,4,0,
284,522,4,0,
284,171,3,0,
284,202,3,0,
284,355,3,0,
284,590,4,0,
284,611,4,0,
284,314,1,22,2
284,352,3,0,
284,432,3,0,
284,710,3,0,
285,29,1,22,
285,33,1,4,
285,71,1,1,
285,72,1,16,
285,73,1,10,
285,74,1,36,
285,76,4,0,
285,77,1,28,
285,78,1,7,
285,92,4,0,
285,104,4,0,
285,147,1,54,
285,148,4,0,
285,156,4,0,
285,182,4,0,
285,188,4,0,
285,202,1,45,
285,202,4,0,
285,204,2,0,
285,206,2,0,
285,207,2,0,
285,213,4,0,
285,216,4,0,
285,218,4,0,
285,219,4,0,
285,237,4,0,
285,241,4,0,
285,263,4,0,
285,270,2,0,
285,289,4,0,
285,290,4,0,
285,313,2,0,
285,331,4,0,
285,14,3,0,
285,34,3,0,
285,38,3,0,
285,102,3,0,
285,164,3,0,
285,173,3,0,
285,203,3,0,
285,207,3,0,
285,214,3,0,
285,14,4,0,
285,164,4,0,
285,203,4,0,
285,207,4,0,
285,214,4,0,
285,358,2,0,
285,363,4,0,
285,388,1,29,
285,388,2,0,
285,402,1,41,
285,402,2,0,
285,412,4,0,
285,445,4,0,
285,447,4,0,
285,235,3,0,
285,270,3,0,
285,402,3,0,
285,29,3,0,
285,388,3,0,
285,206,4,0,
285,264,2,0,
285,331,2,0,
285,363,2,0,
285,409,2,0,
285,474,4,0,
285,496,4,0,
285,202,3,0,
285,289,3,0,
285,409,3,0,
285,590,4,0,
285,92,1,33,
285,264,3,0,
286,15,4,0,
286,29,1,22,
286,33,1,1,2
286,63,4,0,
286,68,1,28,
286,70,4,0,
286,71,1,1,1
286,72,1,16,
286,73,1,1,4
286,76,4,0,
286,78,1,1,3
286,92,4,0,
286,104,4,0,
286,148,4,0,
286,156,4,0,
286,170,1,45,
286,182,4,0,
286,183,1,23,
286,188,4,0,
286,202,4,0,
286,213,4,0,
286,216,4,0,
286,218,4,0,
286,219,4,0,
286,223,1,54,
286,231,4,0,
286,237,4,0,
286,241,4,0,
286,249,4,0,
286,263,4,0,
286,264,4,0,
286,280,4,0,
286,289,4,0,
286,290,4,0,
286,327,1,36,
286,331,4,0,
286,339,4,0,
286,5,3,0,
286,9,3,0,
286,14,3,0,
286,25,3,0,
286,34,3,0,
286,38,3,0,
286,68,3,0,
286,69,3,0,
286,102,3,0,
286,164,3,0,
286,173,3,0,
286,189,3,0,
286,203,3,0,
286,207,3,0,
286,210,3,0,
286,214,3,0,
286,223,3,0,
286,14,4,0,
286,157,4,0,
286,164,4,0,
286,203,4,0,
286,207,4,0,
286,214,4,0,
286,317,4,0,
286,363,4,0,
286,374,4,0,
286,395,1,29,
286,402,1,41,
286,409,4,0,
286,411,4,0,
286,412,4,0,
286,416,4,0,
286,444,4,0,
286,445,4,0,
286,447,4,0,
286,235,3,0,
286,270,3,0,
286,276,3,0,
286,402,3,0,
286,410,3,0,
286,29,3,0,
286,388,3,0,
286,206,4,0,
286,474,4,0,
286,490,4,0,
286,496,4,0,
286,514,4,0,
286,526,4,0,
286,202,3,0,
286,231,3,0,
286,289,3,0,
286,409,3,0,
286,590,4,0,
286,612,4,0,
286,264,3,0,
286,364,1,19,
286,673,3,0,
287,10,1,1,1
287,15,4,0,
287,34,2,0,
287,53,4,0,
287,58,4,0,
287,59,4,0,
287,68,1,37,
287,70,4,0,
287,76,4,0,
287,85,4,0,
287,87,4,0,
287,92,4,0,
287,104,4,0,
287,126,4,0,
287,133,1,25,
287,156,4,0,
287,163,2,0,
287,173,2,0,
287,174,2,0,
287,175,1,43,
287,182,4,0,
287,185,1,19,
287,213,4,0,
287,214,2,0,
287,216,4,0,
287,218,4,0,
287,227,1,7,
287,228,2,0,
287,237,4,0,
287,240,4,0,
287,241,4,0,
287,247,4,0,
287,249,4,0,
287,263,4,0,
287,264,4,0,
287,280,4,0,
287,281,1,1,2
287,290,4,0,
287,303,1,13,
287,306,2,0,
287,332,4,0,
287,339,4,0,
287,343,1,31,
287,351,4,0,
287,352,4,0,
287,5,3,0,
287,7,3,0,
287,8,3,0,
287,9,3,0,
287,25,3,0,
287,34,3,0,
287,38,3,0,
287,68,3,0,
287,69,3,0,
287,102,3,0,
287,157,3,0,
287,164,3,0,
287,173,3,0,
287,189,3,0,
287,196,3,0,
287,203,3,0,
287,207,3,0,
287,210,3,0,
287,214,3,0,
287,223,3,0,
287,157,4,0,
287,164,4,0,
287,203,4,0,
287,207,4,0,
287,214,4,0,
287,317,4,0,
287,359,2,0,
287,363,4,0,
287,374,4,0,
287,400,2,0,
287,421,4,0,
287,445,4,0,
287,389,3,0,
287,441,3,0,
287,29,3,0,
287,321,2,0,
287,468,4,0,
287,495,2,0,
287,496,4,0,
287,498,1,37,
287,510,4,0,
287,514,4,0,
287,526,4,0,
287,343,3,0,
287,495,3,0,
287,590,4,0,
287,612,4,0,
287,264,3,0,
287,351,3,0,
287,352,3,0,
287,583,1,38,
288,10,1,1,1
288,15,4,0,
288,46,4,0,
288,53,4,0,
288,58,4,0,
288,59,4,0,
288,68,1,37,
288,70,4,0,
288,76,4,0,
288,85,4,0,
288,87,4,0,
288,89,4,0,
288,92,4,0,
288,104,4,0,
288,116,1,1,2
288,126,4,0,
288,154,1,19,
288,156,4,0,
288,163,1,31,
288,179,1,49,
288,182,4,0,
288,203,1,25,
288,213,4,0,
288,216,4,0,
288,218,4,0,
288,227,1,1,3
288,237,4,0,
288,240,4,0,
288,241,4,0,
288,247,4,0,
288,249,4,0,
288,253,1,1,4
288,263,4,0,
288,264,1,43,
288,264,4,0,
288,269,4,0,
288,280,4,0,
288,290,4,0,
288,332,4,0,
288,339,4,0,
288,351,4,0,
288,352,4,0,
288,5,3,0,
288,7,3,0,
288,8,3,0,
288,9,3,0,
288,25,3,0,
288,34,3,0,
288,38,3,0,
288,68,3,0,
288,69,3,0,
288,102,3,0,
288,157,3,0,
288,164,3,0,
288,173,3,0,
288,189,3,0,
288,196,3,0,
288,203,3,0,
288,207,3,0,
288,210,3,0,
288,214,3,0,
288,223,3,0,
288,157,4,0,
288,164,4,0,
288,203,4,0,
288,207,4,0,
288,214,4,0,
288,317,4,0,
288,363,4,0,
288,374,4,0,
288,411,4,0,
288,421,4,0,
288,431,4,0,
288,445,4,0,
288,253,3,0,
288,389,3,0,
288,441,3,0,
288,29,3,0,
288,67,3,0,
288,468,4,0,
288,490,4,0,
288,496,4,0,
288,498,1,43,
288,510,4,0,
288,514,4,0,
288,523,4,0,
288,526,4,0,
288,343,3,0,
288,495,3,0,
288,590,4,0,
288,612,4,0,
288,264,3,0,
288,351,3,0,
288,352,3,0,
289,10,1,1,1
289,15,4,0,
289,46,4,0,
289,53,4,0,
289,58,4,0,
289,59,4,0,
289,63,4,0,
289,68,1,37,
289,70,4,0,
289,76,4,0,
289,85,4,0,
289,87,4,0,
289,89,4,0,
289,92,4,0,
289,104,4,0,
289,126,4,0,
289,133,1,25,
289,156,4,0,
289,175,1,43,
289,182,4,0,
289,185,1,19,
289,207,1,36,
289,213,4,0,
289,216,4,0,
289,218,4,0,
289,227,1,1,3
289,237,4,0,
289,240,4,0,
289,241,4,0,
289,247,4,0,
289,249,4,0,
289,263,4,0,
289,264,4,0,
289,269,4,0,
289,280,4,0,
289,281,1,1,2
289,290,4,0,
289,303,1,1,4
289,332,4,0,
289,339,4,0,
289,343,1,31,
289,351,4,0,
289,352,4,0,
289,5,3,0,
289,7,3,0,
289,8,3,0,
289,9,3,0,
289,25,3,0,
289,34,3,0,
289,38,3,0,
289,68,3,0,
289,69,3,0,
289,102,3,0,
289,157,3,0,
289,164,3,0,
289,173,3,0,
289,189,3,0,
289,196,3,0,
289,203,3,0,
289,207,3,0,
289,210,3,0,
289,214,3,0,
289,223,3,0,
289,157,4,0,
289,164,4,0,
289,203,4,0,
289,207,4,0,
289,214,4,0,
289,317,4,0,
289,359,1,61,
289,363,4,0,
289,374,1,49,
289,374,4,0,
289,386,1,55,
289,411,4,0,
289,416,4,0,
289,421,4,0,
289,431,4,0,
289,445,4,0,
289,389,3,0,
289,441,3,0,
289,29,3,0,
289,67,3,0,
289,335,3,0,
289,468,4,0,
289,479,4,0,
289,490,4,0,
289,496,4,0,
289,498,1,37,
289,510,4,0,
289,511,4,0,
289,514,4,0,
289,523,4,0,
289,526,4,0,
289,343,3,0,
289,495,3,0,
289,590,4,0,
289,612,4,0,
289,264,3,0,
289,351,3,0,
289,352,3,0,
289,707,3,0,
290,10,1,1,1
290,15,4,0,
290,16,2,0,
290,28,1,9,
290,76,4,0,
290,91,1,45,
290,91,4,0,
290,92,4,0,
290,104,4,0,
290,106,1,1,2
290,141,1,5,
290,148,4,0,
290,154,1,14,
290,156,4,0,
290,170,1,19,
290,182,4,0,
290,185,2,0,
290,189,1,31,
290,201,4,0,
290,202,4,0,
290,203,2,0,
290,206,1,25,
290,216,4,0,
290,218,4,0,
290,232,1,38,
290,237,4,0,
290,241,4,0,
290,247,4,0,
290,263,4,0,
290,290,4,0,
290,318,2,0,
290,332,4,0,
290,38,3,0,
290,102,3,0,
290,164,3,0,
290,173,3,0,
290,189,3,0,
290,203,3,0,
290,207,3,0,
290,210,3,0,
290,214,3,0,
290,164,4,0,
290,203,4,0,
290,206,4,0,
290,207,4,0,
290,214,4,0,
290,363,4,0,
290,400,2,0,
290,404,4,0,
290,405,2,0,
290,450,2,0,
290,180,3,0,
290,81,3,0,
290,450,3,0,
290,468,4,0,
290,496,4,0,
290,515,2,0,
290,522,4,0,
290,202,3,0,
290,590,4,0,
290,117,1,29,
290,71,1,5,
290,141,4,0,
290,173,4,0,
290,175,2,0,
290,405,4,0,
290,806,3,0,
291,10,1,1,1
291,14,1,25,
291,15,4,0,
291,28,1,1,4
291,63,4,0,
291,76,4,0,
291,91,4,0,
291,92,4,0,
291,97,1,38,
291,103,1,20,6
291,104,1,20,
291,104,4,0,
291,106,1,1,2
291,141,1,1,3
291,148,4,0,
291,154,1,14,
291,156,4,0,
291,163,1,31,
291,168,4,0,
291,170,1,19,
291,182,4,0,
291,201,4,0,
291,202,4,0,
291,210,1,20,5
291,213,4,0,
291,216,4,0,
291,218,4,0,
291,226,1,45,
291,237,4,0,
291,241,4,0,
291,247,4,0,
291,263,4,0,
291,290,4,0,
291,332,4,0,
291,14,3,0,
291,38,3,0,
291,102,3,0,
291,129,3,0,
291,164,3,0,
291,173,3,0,
291,189,3,0,
291,203,3,0,
291,207,3,0,
291,210,3,0,
291,214,3,0,
291,14,4,0,
291,164,4,0,
291,203,4,0,
291,206,4,0,
291,207,4,0,
291,214,4,0,
291,318,4,0,
291,355,4,0,
291,363,4,0,
291,369,4,0,
291,404,1,52,
291,404,4,0,
291,416,4,0,
291,432,4,0,
291,445,4,0,
291,450,1,1,1
291,180,3,0,
291,253,3,0,
291,314,3,0,
291,466,3,0,
291,81,3,0,
291,450,3,0,
291,468,4,0,
291,496,4,0,
291,522,4,0,
291,202,3,0,
291,355,3,0,
291,590,4,0,
291,71,1,1,7
291,141,4,0,
291,432,3,0,
291,673,3,0,
291,91,1,1,8
291,97,4,0,
291,103,4,0,
291,129,4,0,
291,173,4,0,
291,189,1,1,6
291,206,1,1,12
291,226,4,0,
291,232,1,1,7
291,253,4,0,
291,332,1,1,5
291,403,4,0,
291,405,4,0,
291,512,4,0,
291,806,3,0,
291,814,3,0,
292,10,1,1,1
292,15,4,0,
292,28,1,9,
292,63,4,0,
292,76,4,0,
292,91,4,0,
292,92,4,0,
292,104,4,0,
292,106,1,1,2
292,109,1,31,
292,141,1,5,
292,148,4,0,
292,154,1,14,
292,156,4,0,
292,168,4,0,
292,170,1,19,
292,180,1,25,
292,182,4,0,
292,201,4,0,
292,202,4,0,
292,216,4,0,
292,218,4,0,
292,237,4,0,
292,241,4,0,
292,247,1,38,
292,247,4,0,
292,263,4,0,
292,288,1,45,
292,290,4,0,
292,332,4,0,
292,38,3,0,
292,102,3,0,
292,138,3,0,
292,164,3,0,
292,173,3,0,
292,189,3,0,
292,203,3,0,
292,207,3,0,
292,210,3,0,
292,214,3,0,
292,138,4,0,
292,164,4,0,
292,203,4,0,
292,206,4,0,
292,207,4,0,
292,214,4,0,
292,261,4,0,
292,363,4,0,
292,377,1,52,
292,404,4,0,
292,416,4,0,
292,421,4,0,
292,425,1,38,
292,180,3,0,
292,271,3,0,
292,389,3,0,
292,81,3,0,
292,450,3,0,
292,468,4,0,
292,477,4,0,
292,496,4,0,
292,522,4,0,
292,171,3,0,
292,202,3,0,
292,566,1,47,
292,590,4,0,
292,71,1,1,3
292,141,4,0,
292,477,3,0,
292,502,3,0,
292,91,1,1,5
292,97,4,0,
292,173,4,0,
292,189,1,1,3
292,206,1,1,9
292,232,1,1,4
292,271,4,0,
292,405,4,0,
292,421,1,1,1
292,502,4,0,
292,506,4,0,
292,566,4,0,
292,806,3,0,
292,809,3,0,
293,1,1,1,
293,23,1,25,
293,36,2,0,
293,46,1,35,
293,46,4,0,
293,48,1,21,
293,53,4,0,
293,58,4,0,
293,59,4,0,
293,76,4,0,
293,92,4,0,
293,103,1,31,
293,104,4,0,
293,126,4,0,
293,156,1,41,1
293,156,4,0,
293,173,2,0,
293,182,4,0,
293,207,2,0,
293,213,4,0,
293,214,1,41,2
293,216,4,0,
293,218,4,0,
293,237,4,0,
293,240,4,0,
293,241,4,0,
293,247,4,0,
293,253,1,5,
293,263,4,0,
293,265,2,0,
293,290,4,0,
293,304,1,45,
293,310,1,11,
293,326,2,0,
293,336,1,15,
293,351,4,0,
293,352,4,0,
293,5,3,0,
293,7,3,0,
293,8,3,0,
293,9,3,0,
293,25,3,0,
293,34,3,0,
293,38,3,0,
293,68,3,0,
293,69,3,0,
293,102,3,0,
293,111,3,0,
293,164,3,0,
293,173,3,0,
293,189,3,0,
293,196,3,0,
293,203,3,0,
293,205,3,0,
293,207,3,0,
293,214,3,0,
293,223,3,0,
293,244,3,0,
293,108,2,0,
293,164,4,0,
293,203,4,0,
293,207,4,0,
293,214,4,0,
293,283,2,0,
293,363,4,0,
293,374,4,0,
293,445,4,0,
293,253,3,0,
293,428,3,0,
293,29,3,0,
293,359,2,0,
293,313,2,0,
293,485,1,41,
293,496,4,0,
293,497,4,0,
293,509,2,0,
293,510,4,0,
293,514,4,0,
293,526,4,0,
293,283,3,0,
293,304,3,0,
293,574,2,0,
293,590,4,0,
293,351,3,0,
293,352,3,0,
293,497,1,4,
293,18,2,0,
293,5,4,0,
293,7,4,0,
293,8,4,0,
293,9,4,0,
293,25,4,0,
293,34,4,0,
293,103,4,0,
293,173,4,0,
293,196,4,0,
293,253,4,0,
293,304,4,0,
293,313,4,0,
293,428,4,0,
294,1,1,1,1
294,23,1,29,
294,46,1,43,
294,46,4,0,
294,48,1,23,
294,53,4,0,
294,58,4,0,
294,59,4,0,
294,70,4,0,
294,76,4,0,
294,89,4,0,
294,92,4,0,
294,103,1,37,
294,104,4,0,
294,126,4,0,
294,156,1,51,
294,156,4,0,
294,182,4,0,
294,213,4,0,
294,214,1,51,5
294,216,4,0,
294,218,4,0,
294,237,4,0,
294,240,4,0,
294,241,4,0,
294,247,4,0,
294,249,4,0,
294,253,1,1,2
294,259,4,0,
294,263,4,0,
294,269,4,0,
294,280,4,0,
294,290,4,0,
294,304,1,57,
294,310,1,1,3
294,315,4,0,
294,336,1,1,4
294,351,4,0,
294,352,4,0,
294,5,3,0,
294,7,3,0,
294,8,3,0,
294,9,3,0,
294,25,3,0,
294,34,3,0,
294,38,3,0,
294,68,3,0,
294,69,3,0,
294,102,3,0,
294,111,3,0,
294,157,3,0,
294,164,3,0,
294,173,3,0,
294,189,3,0,
294,196,3,0,
294,203,3,0,
294,205,3,0,
294,207,3,0,
294,214,3,0,
294,223,3,0,
294,244,3,0,
294,44,1,20,
294,157,4,0,
294,164,4,0,
294,203,4,0,
294,207,4,0,
294,214,4,0,
294,317,4,0,
294,363,4,0,
294,374,4,0,
294,445,4,0,
294,253,3,0,
294,428,3,0,
294,29,3,0,
294,67,3,0,
294,479,4,0,
294,485,1,51,
294,496,4,0,
294,497,4,0,
294,510,4,0,
294,514,4,0,
294,523,4,0,
294,526,4,0,
294,283,3,0,
294,304,3,0,
294,590,4,0,
294,612,4,0,
294,351,3,0,
294,352,3,0,
294,497,1,1,2
294,707,3,0,
294,5,4,0,
294,7,4,0,
294,8,4,0,
294,9,4,0,
294,25,4,0,
294,34,4,0,
294,67,4,0,
294,103,4,0,
294,173,4,0,
294,196,4,0,
294,253,4,0,
294,304,4,0,
294,313,4,0,
294,428,4,0,
294,707,4,0,
295,1,1,1,1
295,23,1,29,
295,46,1,45,
295,46,4,0,
295,48,1,23,
295,53,4,0,
295,58,4,0,
295,59,4,0,
295,63,1,40,
295,63,4,0,
295,70,4,0,
295,76,4,0,
295,89,4,0,
295,92,4,0,
295,103,1,37,
295,104,4,0,
295,126,4,0,
295,156,1,55,
295,156,4,0,
295,182,4,0,
295,213,4,0,
295,214,1,55,5
295,216,4,0,
295,218,4,0,
295,237,4,0,
295,240,4,0,
295,241,4,0,
295,247,4,0,
295,249,4,0,
295,253,1,1,2
295,259,4,0,
295,263,4,0,
295,269,4,0,
295,280,4,0,
295,290,4,0,
295,304,1,63,
295,310,1,1,3
295,315,4,0,
295,336,1,1,4
295,351,4,0,
295,352,4,0,
295,5,3,0,
295,7,3,0,
295,8,3,0,
295,9,3,0,
295,25,3,0,
295,34,3,0,
295,38,3,0,
295,68,3,0,
295,69,3,0,
295,102,3,0,
295,111,3,0,
295,157,3,0,
295,164,3,0,
295,173,3,0,
295,189,3,0,
295,196,3,0,
295,203,3,0,
295,205,3,0,
295,207,3,0,
295,214,3,0,
295,223,3,0,
295,244,3,0,
295,44,1,20,
295,57,4,0,
295,157,4,0,
295,164,4,0,
295,203,4,0,
295,207,4,0,
295,214,4,0,
295,242,1,40,
295,317,4,0,
295,363,4,0,
295,374,4,0,
295,411,4,0,
295,416,4,0,
295,419,4,0,
295,422,1,1,3
295,423,1,1,1
295,424,1,1,2
295,431,4,0,
295,445,4,0,
295,200,3,0,
295,253,3,0,
295,428,3,0,
295,29,3,0,
295,67,3,0,
295,250,4,0,
295,479,4,0,
295,485,1,55,1
295,496,4,0,
295,497,4,0,
295,510,4,0,
295,514,4,0,
295,523,4,0,
295,526,4,0,
295,283,3,0,
295,304,3,0,
295,586,1,1,1
295,590,4,0,
295,612,4,0,
295,351,3,0,
295,352,3,0,
295,497,1,1,6
295,707,3,0,
295,5,4,0,
295,7,4,0,
295,8,4,0,
295,9,4,0,
295,25,4,0,
295,34,4,0,
295,56,4,0,
295,67,4,0,
295,103,4,0,
295,173,4,0,
295,196,4,0,
295,200,4,0,
295,242,4,0,
295,253,4,0,
295,304,4,0,
295,313,4,0,
295,422,4,0,
295,423,4,0,
295,424,4,0,
295,428,4,0,
295,707,4,0,
295,805,3,0,
296,18,1,22,
296,28,1,4,
296,33,1,1,1
296,57,4,0,
296,68,2,0,
296,69,1,46,
296,70,4,0,
296,89,4,0,
296,91,4,0,
296,92,4,0,
296,104,4,0,
296,116,1,1,2
296,156,4,0,
296,179,1,49,
296,182,4,0,
296,185,2,0,
296,187,1,37,
296,193,2,0,
296,197,2,0,
296,203,1,40,
296,213,4,0,
296,216,4,0,
296,218,4,0,
296,223,2,0,
296,233,1,13,
296,237,4,0,
296,238,2,0,
296,240,4,0,
296,241,4,0,
296,249,4,0,
296,252,1,19,
296,263,4,0,
296,264,4,0,
296,265,1,31,
296,270,2,0,
296,279,2,0,
296,280,4,0,
296,282,1,28,
296,290,4,0,
296,292,1,10,
296,317,4,0,
296,339,4,0,
296,5,3,0,
296,7,3,0,
296,8,3,0,
296,9,3,0,
296,25,3,0,
296,34,3,0,
296,38,3,0,
296,68,3,0,
296,69,3,0,
296,102,3,0,
296,118,3,0,
296,157,3,0,
296,164,3,0,
296,173,3,0,
296,189,3,0,
296,203,3,0,
296,207,3,0,
296,214,3,0,
296,223,3,0,
296,157,4,0,
296,164,4,0,
296,203,4,0,
296,207,4,0,
296,214,4,0,
296,358,1,34,
296,358,2,0,
296,363,4,0,
296,370,1,40,
296,374,4,0,
296,395,1,28,
296,398,4,0,
296,411,4,0,
296,418,2,0,
296,431,4,0,
296,445,4,0,
296,270,3,0,
296,276,3,0,
296,282,3,0,
296,410,3,0,
296,29,3,0,
296,67,3,0,
296,250,4,0,
296,272,3,0,
296,364,2,0,
296,264,2,0,
296,469,2,0,
296,479,4,0,
296,484,1,46,
296,490,4,0,
296,496,4,0,
296,498,2,0,
296,514,4,0,
296,523,4,0,
296,526,4,0,
296,590,4,0,
296,612,4,0,
296,264,3,0,
297,18,1,22,
297,28,1,1,3
297,33,1,1,1
297,57,4,0,
297,63,4,0,
297,69,1,51,
297,70,4,0,
297,89,4,0,
297,91,4,0,
297,92,4,0,
297,104,4,0,
297,116,1,1,2
297,156,4,0,
297,179,1,55,
297,182,4,0,
297,187,1,40,
297,203,1,44,
297,213,4,0,
297,216,4,0,
297,218,4,0,
297,233,1,13,
297,237,4,0,
297,240,4,0,
297,241,4,0,
297,249,4,0,
297,252,1,19,
297,263,4,0,
297,264,4,0,
297,265,1,33,
297,280,4,0,
297,282,1,29,
297,290,4,0,
297,292,1,1,4
297,317,4,0,
297,339,4,0,
297,5,3,0,
297,7,3,0,
297,8,3,0,
297,9,3,0,
297,25,3,0,
297,34,3,0,
297,38,3,0,
297,68,3,0,
297,69,3,0,
297,102,3,0,
297,118,3,0,
297,157,3,0,
297,164,3,0,
297,173,3,0,
297,189,3,0,
297,203,3,0,
297,207,3,0,
297,214,3,0,
297,223,3,0,
297,157,4,0,
297,164,4,0,
297,203,4,0,
297,207,4,0,
297,214,4,0,
297,358,1,42,
297,362,1,1,1
297,362,4,0,
297,363,4,0,
297,370,1,52,
297,371,4,0,
297,374,4,0,
297,395,1,32,
297,398,4,0,
297,411,4,0,
297,416,4,0,
297,431,4,0,
297,444,4,0,
297,445,4,0,
297,270,3,0,
297,276,3,0,
297,282,3,0,
297,410,3,0,
297,442,3,0,
297,29,3,0,
297,67,3,0,
297,250,4,0,
297,272,3,0,
297,479,4,0,
297,484,1,62,
297,490,4,0,
297,496,4,0,
297,514,4,0,
297,523,4,0,
297,526,4,0,
297,590,4,0,
297,612,4,0,
297,264,3,0,
297,675,3,0,
297,707,3,0,
298,21,1,15,
298,21,2,0,
298,39,1,6,
298,47,2,0,
298,55,1,21,
298,57,4,0,
298,58,4,0,
298,59,4,0,
298,92,4,0,
298,104,4,0,
298,127,4,0,
298,145,1,10,
298,150,1,1,
298,156,4,0,
298,182,4,0,
298,204,1,3,
298,213,4,0,
298,216,4,0,
298,218,4,0,
298,227,2,0,
298,231,4,0,
298,237,4,0,
298,240,4,0,
298,258,4,0,
298,263,4,0,
298,287,2,0,
298,290,4,0,
298,321,2,0,
298,352,4,0,
298,34,3,0,
298,38,3,0,
298,102,3,0,
298,111,3,0,
298,129,3,0,
298,164,3,0,
298,173,3,0,
298,189,3,0,
298,196,3,0,
298,203,3,0,
298,205,3,0,
298,207,3,0,
298,214,3,0,
298,164,4,0,
298,203,4,0,
298,207,4,0,
298,214,4,0,
298,313,2,0,
298,363,4,0,
298,445,4,0,
298,253,3,0,
298,270,3,0,
298,282,3,0,
298,29,3,0,
298,34,2,0,
298,250,4,0,
298,113,4,0,
298,330,2,0,
298,346,2,0,
298,487,2,0,
298,496,4,0,
298,503,4,0,
298,526,4,0,
298,61,1,13,
298,231,3,0,
298,270,1,16,
298,304,3,0,
298,340,1,23,
298,340,3,0,
298,343,3,0,
298,346,1,5,
298,293,2,0,
298,383,2,0,
298,590,4,0,
298,352,3,0,
298,34,4,0,
298,48,2,0,
298,173,4,0,
298,187,2,0,
298,195,2,0,
298,196,4,0,
298,204,4,0,
298,217,2,0,
298,227,4,0,
298,253,4,0,
298,270,4,0,
298,304,4,0,
298,313,4,0,
298,330,4,0,
298,340,4,0,
298,341,4,0,
298,453,2,0,
298,577,4,0,
298,693,4,0,
299,33,1,1,
299,70,4,0,
299,85,4,0,
299,86,1,22,
299,87,4,0,
299,88,1,13,
299,89,4,0,
299,92,4,0,
299,104,4,0,
299,106,1,7,
299,153,2,0,
299,156,1,37,
299,156,4,0,
299,157,1,28,
299,182,4,0,
299,192,1,43,
299,199,1,46,
299,201,1,31,
299,201,4,0,
299,205,2,0,
299,213,4,0,
299,216,4,0,
299,218,4,0,
299,222,2,0,
299,237,4,0,
299,241,4,0,
299,249,4,0,
299,259,4,0,
299,263,4,0,
299,269,4,0,
299,290,4,0,
299,317,4,0,
299,335,1,16,
299,351,4,0,
299,7,3,0,
299,8,3,0,
299,9,3,0,
299,34,3,0,
299,38,3,0,
299,86,3,0,
299,102,3,0,
299,111,3,0,
299,153,3,0,
299,157,3,0,
299,164,3,0,
299,173,3,0,
299,189,3,0,
299,203,3,0,
299,205,3,0,
299,207,3,0,
299,214,3,0,
299,223,3,0,
299,38,2,0,
299,86,4,0,
299,153,4,0,
299,157,4,0,
299,164,4,0,
299,203,4,0,
299,207,4,0,
299,214,4,0,
299,335,2,0,
299,363,4,0,
299,397,4,0,
299,414,1,73,
299,435,1,49,
299,444,1,55,
299,444,4,0,
299,445,4,0,
299,446,4,0,
299,246,3,0,
299,334,3,0,
299,393,3,0,
299,408,1,49,
299,414,3,0,
299,29,3,0,
299,220,3,0,
299,277,3,0,
299,335,3,0,
299,356,3,0,
299,457,2,0,
299,203,2,0,
299,446,2,0,
299,479,4,0,
299,496,4,0,
299,521,4,0,
299,523,4,0,
299,120,3,0,
299,209,1,25,
299,350,1,18,
299,446,3,0,
299,469,2,0,
299,590,4,0,
299,605,4,0,
299,351,3,0,
299,707,3,0,
300,3,1,15,
300,33,1,1,2
300,38,1,39,
300,39,1,3,
300,45,1,1,1
300,47,1,13,
300,58,4,0,
300,59,4,0,
300,76,4,0,
300,85,4,0,
300,87,4,0,
300,91,4,0,
300,92,4,0,
300,104,4,0,
300,148,4,0,
300,156,4,0,
300,164,2,0,
300,182,4,0,
300,185,1,27,
300,204,1,25,
300,213,1,7,
300,213,4,0,
300,215,1,37,
300,216,4,0,
300,218,4,0,
300,219,4,0,
300,226,2,0,
300,231,4,0,
300,237,4,0,
300,240,4,0,
300,241,4,0,
300,244,2,0,
300,247,4,0,
300,253,2,0,
300,263,4,0,
300,270,2,0,
300,273,2,0,
300,274,1,19,
300,290,4,0,
300,313,2,0,
300,321,2,0,
300,343,1,31,
300,347,4,0,
300,351,4,0,
300,352,4,0,
